home_id,day,ts,p_cons,p_prod,p_tot
CDB002,2021-11-01,2021-11-01 00:00:00+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:00:08+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:00:16+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:00:24+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:00:32+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:00:40+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:00:48+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:00:56+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:01:04+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:01:12+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:01:20+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:01:28+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:01:36+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:01:44+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:01:52+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:02:00+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:02:08+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:02:16+01:00,-64.30000305175781,0.0,-64.30000305175781
CDB002,2021-11-01,2021-11-01 00:02:24+01:00,-64.30000305175781,0.0,-64.30000305175781
CDB002,2021-11-01,2021-11-01 00:02:32+01:00,-62.09999847412109,0.0,-62.09999847412109
CDB002,2021-11-01,2021-11-01 00:02:40+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:02:48+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:02:56+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:03:04+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:03:12+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:03:20+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:03:28+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:03:36+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:03:44+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:03:52+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:04:00+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:04:08+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:04:16+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:04:24+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:04:32+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:04:40+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:04:48+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:04:56+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:05:04+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:05:12+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:05:20+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:05:28+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:05:36+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:05:44+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:05:52+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:06:00+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:06:08+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:06:16+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:06:24+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:06:32+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:06:40+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:06:48+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:06:56+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:07:04+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:07:12+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:07:20+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:07:28+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:07:36+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:07:44+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:07:52+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:08:00+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:08:08+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:08:16+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:08:24+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:08:32+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:08:40+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:08:48+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:08:56+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:09:04+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:09:12+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:09:20+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:09:28+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:09:36+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:09:44+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:09:52+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:10:00+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:10:08+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:10:16+01:00,-62.5,0.0,-62.5
CDB002,2021-11-01,2021-11-01 00:10:24+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:10:32+01:00,-62.5,0.0,-62.5
CDB002,2021-11-01,2021-11-01 00:10:40+01:00,-62.5,0.0,-62.5
CDB002,2021-11-01,2021-11-01 00:10:48+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:10:56+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:11:04+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:11:12+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:11:20+01:00,-62.5,0.0,-62.5
CDB002,2021-11-01,2021-11-01 00:11:28+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:11:36+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:11:44+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:11:52+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:12:00+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:12:08+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:12:16+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:12:24+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:12:32+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:12:40+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:12:48+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:12:56+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:13:04+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:13:12+01:00,-64.30000305175781,0.0,-64.30000305175781
CDB002,2021-11-01,2021-11-01 00:13:20+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:13:28+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:13:36+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:13:44+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:13:52+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:14:00+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:14:08+01:00,-63.900001525878906,0.0,-63.900001525878906
CDB002,2021-11-01,2021-11-01 00:14:16+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:14:24+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:14:32+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:14:40+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:14:48+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:14:56+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:15:04+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:15:12+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:15:20+01:00,-62.5,0.0,-62.5
CDB002,2021-11-01,2021-11-01 00:15:28+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:15:36+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:15:44+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:15:52+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:16:00+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:16:08+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:16:16+01:00,-63.0,0.0,-63.0
CDB002,2021-11-01,2021-11-01 00:16:24+01:00,-63.5,0.0,-63.5
CDB002,2021-11-01,2021-11-01 00:16:32+01:00,-63.5,0.0,-63.5
