ts,home_id,day,p_cons,p_prod,p_tot
2023-01-14 19:00:00+01:00,CDB005,2023-01-14,413.0964579624412,0.0,413.0964579624412
2023-01-14 19:15:00+01:00,CDB005,2023-01-14,235.98749964577812,0.0,235.98749964577812
2023-01-14 19:30:00+01:00,CDB005,2023-01-14,278.1274345195399,0.0,278.1274345195399
2023-01-14 19:45:00+01:00,CDB005,2023-01-14,300.3330364227295,0.0,300.3330364227295
2023-01-14 20:00:00+01:00,CDB005,2023-01-14,299.20530876227184,0.0,299.20530876227184
2023-01-14 20:15:00+01:00,CDB005,2023-01-14,225.23303576878138,0.0,225.23303576878138
2023-01-14 20:30:00+01:00,CDB005,2023-01-14,201.12743465457342,0.0,201.12743465457342
2023-01-14 20:45:00+01:00,CDB005,2023-01-14,246.0669638769967,0.0,246.0669638769967
2023-01-14 21:00:00+01:00,CDB005,2023-01-14,220.14424875985205,0.0,220.14424875985205
2023-01-14 21:15:00+01:00,CDB005,2023-01-14,307.989285332816,0.0,307.989285332816
2023-01-14 21:30:00+01:00,CDB005,2023-01-14,241.95044174869503,0.0,241.95044174869503
2023-01-14 21:45:00+01:00,CDB005,2023-01-14,306.0866086142404,0.0,306.0866086142404
2023-01-14 22:00:00+01:00,CDB005,2023-01-14,315.47876260132915,0.0,315.47876260132915
